Date,Open,High,Low,Close,Adj Close,Volume,Returns,Volatility,Max_Drawdown,Max_Drawup,Volume_Change
2009-06-24,925.4000244140625,942.7000122070312,922.9000244140625,934.0999755859375,934.0999755859375,588,0.011040102719278355,0.011262136479432572,-0.04993901140305801,0.07689641375895917,407.0
2009-06-25,932.2999877929688,939.0999755859375,932.2999877929688,939.0999755859375,939.0999755859375,72,0.005352746098578498,0.011239782542776574,-0.04485357615293406,0.08266076683628065,-516.0
2009-06-26,945.2999877929688,946.0,939.5999755859375,940.7000122070312,940.7000122070312,185,0.0017037979583540697,0.011232190362524253,-0.04322619962605412,0.08450540204040657,113.0
2009-06-29,940.2000122070312,942.5,934.7999877929688,940.4000244140625,940.4000244140625,445,-0.00031889846824273427,0.010905234351258897,-0.04353131332544813,0.08415955492889471,260.0
2009-06-30,941.4000244140625,943.9000244140625,925.2999877929688,927.0999755859375,927.0999755859375,128,-0.014142969462821786,0.010930369423873714,-0.05705862075323165,0.06882631945070905,-317.0
2009-07-01,929.2999877929688,944.2000122070312,928.0,941.0,941.0,88,0.014993015618706584,0.01046956018083676,-0.04292108592666011,0.08485124915191822,-40.0
2009-07-02,941.4000244140625,941.5,926.5999755859375,930.7000122070312,930.7000122070312,67,-0.010945789365535363,0.010487368844402906,-0.053397070126302126,0.07297669588576339,-21.0
2009-07-06,933.5,933.5,920.2000122070312,924.0,924.0,108,-0.007198895583060194,0.010536247932055145,-0.060211565777081755,0.06525244868902491,41.0
2009-07-07,924.2000122070312,931.7000122070312,921.2000122070312,928.7999877929688,928.7999877929688,57,0.005194791983732516,0.010539949528079417,-0.05532956035257608,0.07078621357012582,-51.0
2009-07-08,919.5999755859375,919.5999755859375,905.5999755859375,909.0,909.0,41,-0.021317816594741634,0.010776492407643919,-0.07546787152745382,0.04795938945706024,-16.0
2009-07-09,907.2000122070312,917.4000244140625,907.2000122070312,915.9000244140625,915.9000244140625,74,0.007590785934062261,0.010799770817609852,-0.06844994605105581,0.05591422485001907,33.0
2009-07-10,910.7000122070312,913.5,908.5,912.2000122070312,912.2000122070312,40,-0.004039755550173996,0.010813526582560884,-0.07221318055176107,0.05164858949967366,-34.0
2009-07-13,911.5,922.2000122070312,908.4000244140625,922.2000122070312,922.2000122070312,30,0.010962508075181177,0.0107020547822683,-0.06204231005151295,0.06317729565431662,-10.0
2009-07-14,920.2000122070312,926.2000122070312,920.2000122070312,922.5,922.5,64,0.0003252958024266839,0.010534589362453384,-0.06173719635211894,0.045799824886319396,34.0
2009-07-15,928.9000244140625,941.0,928.2999877929688,939.0999755859375,939.0999755859375,67,0.017994553480691122,0.010391075627146376,-0.04485357615293406,0.06461852576533356,3.0
2009-07-16,938.4000244140625,938.4000244140625,934.7999877929688,935.0999755859375,935.0999755859375,63,-0.004259397406015553,0.010378880720363975,-0.04892192435303322,0.05351509836246171,-4.0
2009-07-17,936.9000244140625,937.7999877929688,931.7999877929688,937.2000122070312,937.2000122070312,34,0.0022457883391322486,0.010297564302336342,-0.04678600430114099,0.05588107028546374,-29.0
2009-07-20,954.0999755859375,954.5,950.9000244140625,948.5,948.5,5,0.012057178452610229,0.010216402767896555,-0.035292933051474074,0.06861201677462891,-29.0
2009-07-21,948.5999755859375,948.5999755859375,945.7999877929688,946.5999755859375,946.5999755859375,15,-0.002003188628426411,0.010172429635968766,-0.037225423277748027,0.06647138533442609,10.0
2009-07-22,949.2000122070312,953.0,946.4000244140625,953.0,953.0,71,0.006761065475520356,0.010155077445023072,-0.03071604132636241,0.07368186819844103,56.0
2009-07-23,954.2000122070312,954.2000122070312,949.7999877929688,954.5,954.5,47,0.0015739769150051597,0.009908157009191012,-0.029190410751325224,0.07537181867304499,-24.0
2009-07-24,950.2999877929688,952.7999877929688,950.2999877929688,952.7999877929688,952.7999877929688,77,-0.001781049981174676,0.009876057219931593,-0.030919471151980793,0.0734565277156416,30.0
2009-07-27,955.0999755859375,957.0999755859375,953.2999877929688,953.2999877929688,953.2999877929688,5,0.0005247691083185568,0.009768017935207454,-0.030410927626968398,0.07401984454050958,-72.0
2009-07-28,949.5,949.5,937.5,939.0,939.0,10,-0.015000511880919443,0.00997225540906536,-0.04495526002670969,0.04148183831721686,5.0
2009-07-29,927.2000122070312,927.2000122070312,927.2000122070312,927.2000122070312,927.2000122070312,129090,-0.012566547170360765,0.009931151104056644,-0.056956874801389,0.026004204584005652,129080.0
2009-07-30,929.2000122070312,937.0,928.4000244140625,934.9000244140625,934.9000244140625,36620,0.00830458596382333,0.009979491304777105,-0.04912529210058458,0.028492876143083157,-92470.0
2009-07-31,934.4000244140625,958.0999755859375,932.0,953.7000122070312,953.7000122070312,10747,0.020109088995640345,0.010255600098679166,-0.03000406797573174,0.049174930920826476,-25873.0
2009-08-03,952.5999755859375,964.0,952.4000244140625,956.5999755859375,956.5999755859375,2602,0.0030407500700300183,0.010245592989993441,-0.02705455277750002,0.05236520966549785,-8145.0
2009-08-04,956.5999755859375,969.5,950.7999877929688,967.5,967.5,565,0.011394548078872857,0.010334434667770684,-0.015968279101002847,0.06435643564356441,-2037.0
2009-08-05,967.5999755859375,968.0999755859375,959.7999877929688,964.2000122070312,964.2000122070312,742,-0.0034108400960917162,0.010345062671991688,-0.019324653950471227,0.06072608603633811,177.0
2009-08-06,964.0999755859375,971.0999755859375,956.5,960.7000122070312,960.7000122070312,543,-0.0036299522460994105,0.01026795608168787,-0.0228844586255581,0.05687570099783423,-199.0
2009-08-07,964.2999877929688,964.2999877929688,954.5999755859375,957.2999877929688,957.2999877929688,641,-0.003539111450880039,0.010280656478845011,-0.02634257942686924,0.05313530010227585,98.0
2009-08-10,955.0,956.0999755859375,943.5,945.0,945.0,395,-0.012848624203292913,0.010422203477109268,-0.03885273772656084,0.03960396039603964,-246.0
2009-08-11,947.2000122070312,949.7000122070312,943.0999755859375,945.7999877929688,945.7999877929688,106,0.0008465479290673539,0.010416092737347761,-0.03803908050215443,0.04048403497576314,-289.0
2009-08-12,947.5,951.5,943.0,950.7000122070312,950.7000122070312,102,0.00518082520332519,0.010339848838344554,-0.03305532912580611,0.04587460088782325,-4.0
2009-08-13,952.5999755859375,960.0999755859375,952.2999877929688,954.7000122070312,954.7000122070312,104,0.004207426053055352,0.010331346074333185,-0.02898698092570684,0.05027504093182755,2.0
