Date,Returns,Volatility,Max_Drawdown,Max_Drawup,Volume_Change,ADX,APO,CCI,DX,MFI,RSI,ULTOSC,WILLR,NATR,Alpha,Beta,Index_Returns,Index_Volatility,Correlation,Covariance,Beta_Direct,TF_Max_Drawdown,TF_Max_Drawup,Return_Skewness,Return_Kurtosis,Asset_To_Index_Alpha,Asset_To_Index_Beta,sin_Day_of_Week,cos_Day_of_Week,sin_Day_of_Month,cos_Day_of_Month,sin_Day_of_Year,cos_Day_of_Year
2009-07-20,0.012057178452610229,0.010216402767896555,-0.035292933051474074,0.06861201677462891,-29.0,8.643735821714229,-4.4428558349609375,143.7180352241161,11.957053699413404,52.632458754585485,53.92334935462044,52.338955940581755,-28.97349822250337,1.4584113118221835,0.00021023362314038545,0.24904137858646855,0.010623605961740168,0.014628391315060454,0.3644027755288981,5.445982627418356e-05,4.288966909784121,-0.0545255298459294,2.7181496562376144,0.10640556005821979,4.754555909393888,0.0006267297668936482,-0.055907814417004466,0.0,1.0,-0.7907757369376986,-0.6121059825476627,-0.3131070409358267,-0.9497178427914317
2009-07-21,-0.002003188628426411,0.010172429635968766,-0.037225423277748027,0.06647138533442609,10.0,8.648847617427984,-2.785712105887228,116.78459985730574,8.7868661016994,43.61642008095774,53.472833345988136,55.14612704841021,-27.175906853710888,1.4197120612082859,0.00040781364475494917,0.24364648482462137,0.004625275455796718,0.014530329529410038,0.3557314650302151,5.2580224862745016e-05,4.28645294790196,-0.05641949355300957,2.710701501127452,0.105858577250222,4.759267294664502,0.0006302039322266147,-0.05564565032971897,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,-0.3294084822245302,-0.9441875088341994
2009-07-22,0.006761065475520356,0.010155077445023072,-0.03071604132636241,0.07368186819844103,56.0,8.734267122806783,-1.63214111328125,150.56685389245487,11.040593768034347,52.67960354551477,54.79219396069078,54.2536534809952,-6.8762245996743205,1.384548097193899,0.0006305311117813522,0.23033290255970054,-0.00020923556691698764,0.014458386596162697,0.34689396407478174,5.093306552356568e-05,4.199034664456129,-0.05003988396749681,2.735789796936686,0.10448126357537482,4.760178515982947,0.0006367955376922761,-0.055823089459506516,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,-0.3456123126707333,-0.9383773917408642
2009-07-23,0.0015739769150051597,0.009908157009191012,-0.029190410751325224,0.07537181867304499,-24.0,8.838684395638266,-0.4464285714285552,159.73229566985555,11.657950762088307,56.151194827987126,55.10164449655613,57.80319068078822,-0.0,1.3494652971002945,0.0005445319018819592,0.22616713691518803,0.022082684908012018,0.014674676613808443,0.3411392103948332,4.960130003470389e-05,3.8278485188947977,-0.04854466867468599,2.7416698438363767,0.10410649657701578,4.760373852798143,0.0006388718363683206,-0.055707960728175396,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,-0.3617137307297674,-0.9322892131745134
2009-07-24,-0.001781049981174676,0.009876057219931593,-0.030919471151980793,0.0734565277156416,30.0,8.939372480154338,0.6857147216796875,139.8024185887973,11.657950762088303,59.471048276478214,54.66188275647953,60.384073050240325,-3.476505845143027,1.3193349891998,0.0007151850247905967,0.22461727159160516,0.0040957800684535695,0.014464609635388164,0.331247508492487,4.731980382003991e-05,3.8455104096965673,-0.050239258174631485,2.73500574283145,0.10376032005034698,4.761801100305061,0.0006408884777776686,-0.05586514034117792,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.15142777750457667,-0.37770796520396466,-0.9259247771938499
2009-07-27,0.0005247691083185568,0.009768017935207454,-0.030410927626968398,0.07401984454050958,-72.0,9.118643809337938,1.6607142857142208,143.43951785346619,13.95896969729514,57.44498682383586,54.77197904997673,58.88034884261122,-7.378617073725728,1.2876580218614035,0.0005431221890677747,0.23392979706464495,0.0029573824469459886,0.014463396777605348,0.3325883248456102,4.6987652531005476e-05,3.650510225319243,-0.04974085307702791,2.73696575846468,0.1032193936644747,4.763106302765737,0.0006431727018196649,-0.05577224700440998,0.0,1.0,-0.72479278722912,0.6889669190756865,-0.42500033996955394,-0.9051931898913975
2009-07-28,-0.015000511880919443,0.00997225540906536,-0.04495526002670969,0.04148183831721686,5.0,8.924035740471904,3.67500087193082,53.002789335283204,3.6696178810889797,56.8103193943885,51.092184131938055,59.31378040432038,-35.14558366201456,1.3206738530880389,0.00023477028182148144,0.21708386648687616,-0.004677164124142763,0.014482642680539984,0.33973474647858093,4.9066058878053936e-05,3.244327633282649,-0.06399522670039826,2.6809093592062414,0.10394353299333944,4.752957169421011,0.0006356545968451223,-0.05561493547799233,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,-0.4405187843504952,-0.8977433935342336
2009-07-29,-0.012566547170360765,0.009931151104056644,-0.056956874801389,0.026004204584005652,129080.0,8.687260376587151,4.724999564034647,-44.4037279044846,2.2943255516988295,1.1707658263552383,48.31450016925359,54.31369067276097,-58.05818131826456,1.33516588038805,0.00027543657351692633,0.22285267498067868,-0.0024517097279184163,0.013863861893937332,0.30304853010912475,4.172496635315742e-05,3.3055093978965373,-0.07575757483575052,2.634653038113954,0.10420482647375606,4.74680999305142,0.0006325960000154319,-0.055863274095176954,0.9749279121818236,-0.22252093395631434,-0.3943558551133187,0.9189578116202306,-0.455906693508459,-0.8900275764346766
2009-07-30,0.00830458596382333,0.009979491304777105,-0.04912529210058458,0.028492876143083157,-92470.0,8.491297941979926,6.371427263532382,-2.722272638076942,3.2003122075848864,22.77234972900227,50.1485465347003,55.7153271482892,-43.10670130461165,1.3143145575876476,0.0005500850724106125,0.21824926131113487,0.0104454339695641,0.013899544107482557,0.31039163127299285,4.305454098643108e-05,3.103228992803278,-0.0680821241645615,2.6648373267176426,0.1036920365287992,4.74426496014587,0.0006354897539234009,-0.05563878693270321,0.43388373911755823,-0.900968867902419,-0.20129852008866114,0.9795299412524943,-0.47115950767386394,-0.8820480249558535
2009-07-31,0.020109088995640345,0.010255600098679166,-0.03000406797573174,0.049174930920826476,-25873.0,8.672556098812002,7.43928309849332,87.39527977838924,13.566526333278073,27.515768437816728,54.25828733827532,57.42199393842633,-8.380882626488095,1.3401309308072815,0.00039201875394942855,0.22722276727953675,0.001418864824632271,0.013743683365185815,0.29247910539454913,4.1224848150495085e-05,3.3514195107741553,-0.04934210466275857,2.7385338666751524,0.10397522237477982,4.7319448661535635,0.0006412288213493715,-0.05532012618448301,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.4862727071086902,-0.8738071036110807
